destination_id,service_id,page_role,parent_destination_id,current_url,proposed_url,canonical_url,primary_cluster_id,source_cluster_ids,url_action,publication_status,evidence_refs,review_status,reviewer,rationale
S13-CHILD-CARPORT,S13,child_service,S13-HUB,,https://exp76.ru/naves-dlya-avtomobilya/,https://exp76.ru/naves-dlya-avtomobilya/,S13-CHILD-CARPORT,S13-CHILD-CARPORT,create,ready,business=business_source:wp-rest/pages/9312#content[navesy-dlja-avtomobilja]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S13-CHILD-CARPORT;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: изготовление и монтаж металлического навеса для автомобиля. Исключённые основные интенты: гараж и парковочная площадка, капитальная пристройка, печной комплекс, неподтверждённые сроки, бренды и гарантии."
S13-CHILD-TERRACE,S13,child_service,S13-HUB,,https://exp76.ru/naves-dlya-terrasy-i-verandy/,https://exp76.ru/naves-dlya-terrasy-i-verandy/,S13-CHILD-TERRACE,S13-CHILD-TERRACE,create,ready,business=business_source:wp-rest/pages/9312#content[verandy-terrasy+dachnye-navesy]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S13-CHILD-TERRACE;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: изготовление и монтаж навеса для террасы или веранды. Исключённые основные интенты: гараж и парковочная площадка, капитальная пристройка, печной комплекс, неподтверждённые сроки, бренды и гарантии."
S13-CHILD-BARBECUE,S13,child_service,S13-HUB,,https://exp76.ru/naves-dlya-zony-barbekyu/,https://exp76.ru/naves-dlya-zony-barbekyu/,S13-CHILD-BARBECUE,S13-CHILD-BARBECUE,create,ready,business=business_source:wp-rest/pages/9312#content[navesy-dlja-barbekju]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S13-CHILD-BARBECUE;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: изготовление и монтаж навеса над зоной барбекю. Исключённые основные интенты: гараж и парковочная площадка, капитальная пристройка, печной комплекс, неподтверждённые сроки, бренды и гарантии."
S13-CHILD-POLYCARBONATE-HOME,S13,child_service,S13-HUB,,https://exp76.ru/naves-iz-polikarbonata-k-domu/,https://exp76.ru/naves-iz-polikarbonata-k-domu/,S13-CHILD-POLYCARBONATE-HOME,S13-CHILD-POLYCARBONATE-HOME,create,ready,business=business_source:wp-rest/pages/9312#content[pristrojki-iz-polikarbonata]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S13-CHILD-POLYCARBONATE-HOME;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: изготовление лёгкого навеса из поликарбоната к дому. Исключённые основные интенты: гараж и парковочная площадка, капитальная пристройка, печной комплекс, неподтверждённые сроки, бренды и гарантии."
S14-CHILD-FIREPLACE,S14,child_service,S14-HUB,,https://exp76.ru/stroitelstvo-kamina/,https://exp76.ru/stroitelstvo-kamina/,S14-CHILD-FIREPLACE,S14-CHILD-FIREPLACE,create,ready,business=business_source:wp-rest/pages/9775#content[kaminy]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S14-CHILD-FIREPLACE;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: строительство кладочного камина. Исключённые основные интенты: продажа готового печного оборудования, котлы и отопительное оборудование, продажа переносных мангалов, металлический навес, неподтверждённые технические и гарантийные обещания."
S14-CHILD-HEATING-STOVE,S14,child_service,S14-HUB,,https://exp76.ru/kladka-otopitelnoj-pechi/,https://exp76.ru/kladka-otopitelnoj-pechi/,S14-CHILD-HEATING-STOVE,S14-CHILD-HEATING-STOVE,create,ready,business=business_source:wp-rest/pages/9775#content[otopitelnye-pechi]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S14-CHILD-HEATING-STOVE;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: кладка отопительной печи. Исключённые основные интенты: продажа готового печного оборудования, котлы и отопительное оборудование, продажа переносных мангалов, металлический навес, неподтверждённые технические и гарантийные обещания."
S14-CHILD-BARBECUE,S14,child_service,S14-HUB,,https://exp76.ru/barbekyu-kompleks-pod-klyuch/,https://exp76.ru/barbekyu-kompleks-pod-klyuch/,S14-CHILD-BARBECUE,S14-CHILD-BARBECUE,create,ready,business=business_source:wp-rest/pages/9775#content[barbekju-kompleksy+grili]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S14-CHILD-BARBECUE;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: строительство стационарного барбекю-комплекса. Исключённые основные интенты: продажа готового печного оборудования, котлы и отопительное оборудование, продажа переносных мангалов, металлический навес, неподтверждённые технические и гарантийные обещания."
S14-CHILD-BRICK-GRILL,S14,child_service,S14-HUB,,https://exp76.ru/kirpichnyj-mangal/,https://exp76.ru/kirpichnyj-mangal/,S14-CHILD-BRICK-GRILL,S14-CHILD-BRICK-GRILL,create,ready,business=business_source:wp-rest/pages/9775#content[mangaly+kirpichnaja-kladka]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S14-CHILD-BRICK-GRILL;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: кладка стационарного кирпичного мангала. Исключённые основные интенты: продажа готового печного оборудования, котлы и отопительное оборудование, продажа переносных мангалов, металлический навес, неподтверждённые технические и гарантийные обещания."
S14-CHILD-CAULDRON-SMOKEHOUSE,S14,child_service,S14-HUB,,https://exp76.ru/pech-s-kazanom-i-koptilnej/,https://exp76.ru/pech-s-kazanom-i-koptilnej/,S14-CHILD-CAULDRON-SMOKEHOUSE,S14-CHILD-CAULDRON-SMOKEHOUSE,create,ready,business=business_source:wp-rest/pages/9775#content[pech-pod-kazan+koptilnja]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S14-CHILD-CAULDRON-SMOKEHOUSE;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: индивидуальная комплектация печного комплекса, не магазин оборудования. Исключённые основные интенты: продажа готового печного оборудования, котлы и отопительное оборудование, продажа переносных мангалов, металлический навес, неподтверждённые технические и гарантийные обещания."
S15-CHILD-PRIVATE-HOUSE,S15,child_service,S15-HUB,,https://exp76.ru/snos-chastnogo-doma/,https://exp76.ru/snos-chastnogo-doma/,S15-CHILD-PRIVATE-HOUSE,S15-CHILD-PRIVATE-HOUSE,create,ready,business=business_source:wp-rest/pages/9838#content[snos-domov]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S15-CHILD-PRIVATE-HOUSE;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: снос частного жилого или дачного дома. Исключённые основные интенты: промышленный и высотный снос, исторические объекты, общий вывоз бытового мусора, неподтверждённые разрешения, режим 24/7 и любой масштаб."
S15-CHILD-COUNTRY-HOUSE,S15,child_service,S15-HUB,,https://exp76.ru/demontazh-dachnogo-doma/,https://exp76.ru/demontazh-dachnogo-doma/,S15-CHILD-COUNTRY-HOUSE,S15-CHILD-COUNTRY-HOUSE,create,ready,business=business_source:wp-rest/pages/9838#content[zdanija-i-sooruzhenija+dachnye-doma]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S15-CHILD-COUNTRY-HOUSE;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: демонтаж небольшого дачного дома и строений. Исключённые основные интенты: промышленный и высотный снос, исторические объекты, общий вывоз бытового мусора, неподтверждённые разрешения, режим 24/7 и любой масштаб."
S15-CHILD-DANGEROUS-BUILDING,S15,child_service,S15-HUB,,https://exp76.ru/demontazh-avarijnyh-zdanij/,https://exp76.ru/demontazh-avarijnyh-zdanij/,S15-CHILD-DANGEROUS-BUILDING,S15-CHILD-DANGEROUS-BUILDING,create,ready,business=business_source:wp-rest/pages/9838#content[avarijnye-obekty]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S15-CHILD-DANGEROUS-BUILDING;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: демонтаж аварийного здания в допустимом масштабе. Исключённые основные интенты: промышленный и высотный снос, исторические объекты, общий вывоз бытового мусора, неподтверждённые разрешения, режим 24/7 и любой масштаб."
S15-CHILD-MANUAL,S15,child_service,S15-HUB,,https://exp76.ru/ruchnaya-razborka-zdanij/,https://exp76.ru/ruchnaya-razborka-zdanij/,S15-CHILD-MANUAL,S15-CHILD-MANUAL,create,ready,business=business_source:wp-rest/pages/9838#content[ruchnoj-razbor]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S15-CHILD-MANUAL;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: ручная разборка здания при ограниченном доступе. Исключённые основные интенты: промышленный и высотный снос, исторические объекты, общий вывоз бытового мусора, неподтверждённые разрешения, режим 24/7 и любой масштаб."
S15-CHILD-MECHANIZED,S15,child_service,S15-HUB,,https://exp76.ru/mehanizirovannyj-snos-zdanij/,https://exp76.ru/mehanizirovannyj-snos-zdanij/,S15-CHILD-MECHANIZED,S15-CHILD-MECHANIZED,create,ready,business=business_source:wp-rest/pages/9838#content[mehanizirovannyj-razbor+spec-tehnika]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S15-CHILD-MECHANIZED;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: только доступная компании техника и допустимый масштаб. Исключённые основные интенты: промышленный и высотный снос, исторические объекты, общий вывоз бытового мусора, неподтверждённые разрешения, режим 24/7 и любой масштаб."
S15-CHILD-DEBRIS,S15,child_service,S15-HUB,,https://exp76.ru/vyvoz-stroitelnogo-musora-posle-snosa/,https://exp76.ru/vyvoz-stroitelnogo-musora-posle-snosa/,S15-CHILD-DEBRIS,S15-CHILD-DEBRIS,create,ready,business=business_source:wp-rest/pages/9838#content[sortirovka+pogruzka+vyvoz]; semantic=yandex_suggest:seo-data/2026-08-exp76-services/processed/legacy_suggestion_candidates_v2.csv#destination_id=S15-CHILD-DEBRIS;verified=2026-08-29,reviewed,codex-2026-08-29,"Включено: только как часть или результат демонтажа, не общий вывоз любого мусора. Исключённые основные интенты: промышленный и высотный снос, исторические объекты, общий вывоз бытового мусора, неподтверждённые разрешения, режим 24/7 и любой масштаб."
