cluster_id,service_id,cluster_name,head_query,query_ids,candidate_count,intent,geo_scope,broad_frequency,phrase_frequency,exact_frequency,seasonality,webmaster_impressions,webmaster_clicks,serp_cohesion,target_url,url_action,priority,confidence,rationale,method,evidence,validation_status,review_status,reviewer,review_rationale
HOLD-94EF07DDD02E,S1,благоустройство участка дома проекты — commercial_research,благоустройство участка дома проекты,K000048|K000210|K000211|K000945|K001389|K005741|K005742|K005746|K005747|K005748|K005749|K006082|K006109|K006733|K006812|K006925|K006926|K007644,16,commercial_research,Yaroslavl_and_oblast,2,0,0,service_head_24m_dynamics_available,11,0,not_represented,https://exp76.ru/services/landshaftnoe-proektirovanie/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-94EF07DDD02E,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-95F8CF43A6E3,S8,въезд на участок купить — product_only,въезд на участок купить,K000456|K000457|K001953|K002036|K002037,3,product_only,Yaroslavl_and_oblast,56,0,0,service_head_24m_dynamics_available,0,0,not_represented,,exclude,backlog,high,Product-only demand has no installation-service destination and remains excluded.,manual_architecture_review,missing_representative_serp:HOLD-95F8CF43A6E3,architecture_reviewed,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.
HOLD-973F3BFE6409,S2,устройства газон некст — commercial_research,устройства газон некст,K001668|K004980|K006945|K007054|K007249,5,commercial_research,Yaroslavl_and_oblast,9,0,0,service_head_24m_dynamics_available,4,0,not_represented,https://exp76.ru/services/gazon-posevnojj-i-gazon-rulonnyjj/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-973F3BFE6409,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-9CF4ABC55090,S1,дизайн проект участка своими руками — informational,дизайн проект участка своими руками,K001053|K001054,1,informational,Yaroslavl_and_oblast,1,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/dizajn-proekt-uchastka-svoimi-rukami/,article,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-9CF4ABC55090,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-9DDC73BD2CD3,S1,ландшафтный дизайн дачного участка — commercial_research,ландшафтный дизайн дачного участка,K000152|K000153|K000290|K000291|K000293|K000294|K000377|K000439|K000891|K000892|K001016|K001017|K001018|K001428|K001429|K001438|K001439|K001460|K001461|K001462|K001463|K001884|K001885|K001886|K001887|K001920|K001925|K002161|K002162|K002163|K002164|K002165|K002166|K002167|K002168|K002169|K002170|K002171|K002172|K002173|K002174|K002175|K002176|K002177|K002178|K002179|K002180|K002181|K002182|K002183|K002184|K002185|K002186|K002187|K002188|K002189|K002190|K002191|K002192|K002193|K002194|K002195|K002196|K002197|K002198|K002199|K002200|K002201|K002202|K002203|K002204|K002205|K002206|K002207|K002208|K002209|K002210|K002211|K002212|K002215|K002216|K002217|K002218|K002219|K002220|K002221|K002222|K002223|K002224|K002225|K002226|K002227|K002228|K002229|K002230|K002231|K002232|K002233|K002238|K002239|K002245|K002246|K002247|K002248|K002251|K002252|K002253|K002254|K002255|K002258|K002259|K002260|K002261|K002262|K002263|K002264|K002265|K002266|K002267|K002268|K002269|K002271|K002272|K002273|K002274|K002275|K002276|K002277|K002278|K002279|K002280|K002281|K002282|K002283|K002284|K002285|K002286|K002287|K002288|K002290|K002291|K002292|K002293|K002295|K002296|K002297|K002298|K002299|K002300|K002301|K002302|K002303|K002304|K002305|K002306|K002307|K002308|K002309|K002310|K002311|K002312|K002313|K002314|K002315|K002316|K002317|K002318|K002319|K002320|K002323|K002324|K002325|K002326|K002329|K002330|K002331|K002332|K002333|K002334|K002335|K002336|K002337|K002338|K002339|K002340|K002341|K002342|K002343|K002344|K002345|K002346|K002347|K002348|K002349|K002350|K002351|K002352|K002353|K002354|K002355|K002356|K002357|K002358|K002359|K002360|K002361|K002362|K002363|K002368|K002369|K002370|K002371|K002372|K002373|K002374|K002375|K002376|K002377|K002378|K002379|K002380|K002381|K002382|K002383|K002384|K002385|K002386|K002387|K002388|K002389|K002390|K002393|K002394|K002395|K002396|K002398|K002400|K002401|K002505|K002529|K002530|K002807|K002808|K003209|K003376|K003377|K005619|K005654|K005655|K005656|K005657|K005691|K005692|K005693|K005694|K005695|K005696|K005697|K005698|K005699|K005700|K005715|K005716|K005717|K005718|K005719|K005733|K005734|K005757|K005758|K005759|K005760|K005932|K005933|K005959|K005960|K006288|K006289|K006487|K006492|K006498|K006642|K006643|K006644|K006648|K006649|K006653|K006661|K006662|K006736|K006737|K006913|K006914|K006915|K006916|K007542|K007543|K007553|K007554|K007593|K007594|K007596|K007627|K007628,194,commercial_research,Yaroslavl_and_oblast,1017,0,0,service_head_24m_dynamics_available,8,0,not_represented,https://exp76.ru/services/landshaftnoe-proektirovanie/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-9DDC73BD2CD3,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-A31AAE5725CD,S3,нормы посадки деревьев — informational,нормы посадки деревьев,K000701|K000933|K001470|K001471|K001510|K001522|K001536|K001537|K001545|K001546|K001547|K001549|K001550|K001560|K001573|K001574|K001627|K001628|K001637|K001638|K001645|K001646|K001647|K002462|K002816|K002817|K002818|K002819|K002820|K002834|K002840|K002841|K002842|K002843|K002844|K002845|K002846|K002847|K002848|K002849|K002850|K002851|K002852|K002853|K002854|K002855|K002856|K002857|K002858|K002859|K002860|K002861|K002862|K002865|K003525|K005164|K005211|K005212|K005228|K005229|K005230|K005315|K006066|K006332|K006441|K006864|K006865|K006866|K006867|K006868|K006869|K006870|K006873|K006874|K006875|K006876|K006877|K006878|K006880|K006881|K006882|K006883,59,informational,Yaroslavl_and_oblast,5084,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/normy-posadki-derevev/,article,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-A31AAE5725CD,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-A73418137528,S5,купить планировку участка — product_only,купить планировку участка,K001963|K001964|K001965|K001966|K002016|K002017|K002018|K003419|K003807|K003808,6,product_only,Yaroslavl_and_oblast,219,0,0,service_head_24m_dynamics_available,0,0,not_represented,,exclude,backlog,high,Product-only demand has no installation-service destination and remains excluded.,manual_architecture_review,missing_representative_serp:HOLD-A73418137528,architecture_reviewed,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.
HOLD-ADD9FC08AC1E,S8,труба для заезда на участок — commercial_research,труба для заезда на участок,K000160|K000165|K000166|K000268|K000292|K000407|K000408|K000806|K000807|K000808|K000809|K000845|K000846|K000913|K001015|K001154|K001250|K001251|K001259|K001260|K001262|K001263|K001264|K001269|K001272|K001273|K001274|K001275|K001276|K001277|K001278|K001279|K001281|K001282|K001283|K001286|K001287|K001288|K001290|K001291|K001292|K001293|K001299|K001300|K001308|K001309|K001325|K001326|K001329|K001330|K001375|K001376|K001661|K001690|K001691|K001705|K001706|K001707|K001708|K001722|K001723|K001724|K001725|K001773|K001774|K002580|K002867|K002868|K003186|K003187|K003268|K003274|K003283|K003427|K004836|K005615|K005616|K005754|K005755|K005953|K006007|K006008|K006009|K006010|K006012|K006013|K006502|K006503|K006566|K006942|K006981|K006982|K006991|K006992|K007001|K007002|K007003|K007004|K007016|K007017|K007020|K007021|K007022|K007023|K007024|K007025|K007033|K007034|K007077|K007241|K007591|K007658|K007659|K007673|K007736|K007739|K007740|K007741|K007753,83,commercial_research,Yaroslavl_and_oblast,747,0,0,service_head_24m_dynamics_available,19,0,not_represented,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-ADD9FC08AC1E,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-AF75D8A25C90,S3,схема посадки хвойных — informational,схема посадки хвойных,K001913|K001914|K006884|K006885|K006886,3,informational,Yaroslavl_and_oblast,15,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/normy-posadki-derevev/,merge,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-AF75D8A25C90,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-B8BA815347B8,S8,цена трубы на заезд на участок — transactional,цена трубы на заезд на участок,K000156|K001314|K001315|K006417|K006418|K006421|K006424|K006811|K007026|K007153|K007276|K007637,11,transactional,Yaroslavl_and_oblast,20,0,0,service_head_24m_dynamics_available,7,0,not_represented,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-B8BA815347B8,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-BE6960839AF7,S7,освещение на участке купить — product_only,освещение на участке купить,K001917|K002044|K003314|K003315|K006392,4,product_only,Yaroslavl_and_oblast,69,0,0,service_head_24m_dynamics_available,0,0,not_represented,,exclude,backlog,high,Product-only demand has no installation-service destination and remains excluded.,manual_architecture_review,missing_representative_serp:HOLD-BE6960839AF7,architecture_reviewed,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.
HOLD-BE8C4D20F9A4,S8,как сделать въезд на участок через канаву — informational,как сделать въезд на участок через канаву,K000486|K000487|K000503|K000504|K001531|K001532|K001533|K001563|K001564|K001588|K001589|K001590,5,informational,Yaroslavl_and_oblast,508,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/kak-sdelat-vezd-na-uchastok-cherez-kanavu/,article,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-BE8C4D20F9A4,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-C135773E31D9,S2,сцепное устройство газон — transactional,сцепное устройство газон,K005683|K005684|K006895|K006896|K007200|K007231|K007258|K007259|K007260|K007261|K007262|K007263|K007264|K007267|K007269|K007270|K007285|K007286|K007299|K007300,15,transactional,Yaroslavl_and_oblast,16,0,0,service_head_24m_dynamics_available,2,0,not_represented,https://exp76.ru/services/gazon-posevnojj-i-gazon-rulonnyjj/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-C135773E31D9,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-C31745B2E9F7,S1,ландшафтный дизайн рыбинск заказать — transactional,ландшафтный дизайн рыбинск заказать,K002250,1,transactional,Yaroslavl_and_oblast,0,0,0,service_head_24m_dynamics_available,1,0,not_represented,https://exp76.ru/services/landshaftnoe-proektirovanie/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-C31745B2E9F7,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-CA29C3BD9F29,S7,подсветка дорожек своими руками — informational,подсветка дорожек своими руками,K004950|K004951|K004954|K004955,2,informational,Yaroslavl_and_oblast,2,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/kak-sdelat-osveschenie-na-uchastke/,merge,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-CA29C3BD9F29,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-D5EEA7CA5259,S3,уход деревьями посадки — commercial_research,уход деревьями посадки,K000021|K000033|K000034|K000038|K000039|K000045|K000101|K000102|K000105|K000170|K000171|K000172|K000173|K000174|K000175|K000176|K000201|K000225|K000226|K000227|K000228|K000232|K000233|K000235|K000250|K000251|K000261|K000263|K000264|K000265|K000266|K000267|K000278|K000324|K000325|K000327|K000328|K000371|K000372|K000374|K000403|K000429|K000431|K000432|K000433|K000434|K000516|K000517|K000524|K000547|K000703|K000704|K000705|K000706|K000810|K000813|K000814|K000815|K000824|K000831|K000832|K000865|K000866|K000867|K000868|K000873|K000874|K000875|K000886|K000887|K000905|K000932|K000934|K000935|K000936|K000940|K000941|K000942|K000943|K000944|K000948|K000949|K000950|K000951|K000952|K000953|K000954|K000955|K000956|K000957|K000958|K000959|K000960|K000961|K000962|K000963|K000964|K000965|K000966|K000970|K000973|K000974|K000975|K000976|K000977|K000978|K000979|K000980|K000981|K000982|K000983|K000987|K000988|K000989|K000990|K000991|K000992|K000993|K000994|K000996|K000997|K000998|K000999|K001001|K001002|K001003|K001004|K001005|K001006|K001007|K001008|K001031|K001074|K001075|K001091|K001092|K001093|K001095|K001130|K001131|K001132|K001135|K001136|K001137|K001138|K001139|K001157|K001233|K001240|K001252|K001256|K001257|K001371|K001372|K001373|K001374|K001385|K001410|K001411|K001412|K001414|K001415|K001421|K001426|K001427|K001440|K001441|K001480|K001489|K001494|K001495|K001496|K001497|K001498|K001502|K001503|K001649|K001665|K001666|K001670|K001675|K001678|K001679|K001680|K001681|K001682|K001683|K001684|K001685|K001686|K001688|K001727|K001728|K001729|K001730|K001731|K001732|K001733|K001734|K001735|K001736|K001737|K001738|K001768|K001777|K001778|K001780|K001784|K001785|K001786|K001787|K001788|K001789|K001790|K001791|K001792|K001793|K001797|K001798|K001807|K001808|K001857|K001858|K001859|K001867|K001868|K001869|K001870|K001883|K001889|K001892|K001893|K001894|K001916|K001918|K001943|K002240|K002404|K002405|K002438|K002453|K002454|K002455|K002456|K002459|K002461|K002463|K002464|K002465|K002466|K002468|K002469|K002470|K002471|K002472|K002480|K002481|K002485|K002486|K002490|K002491|K002492|K002511|K002512|K002513|K002514|K002515|K002516|K002517|K002518|K002519|K002520|K002521|K002522|K002526|K002527|K002528|K002531|K002532|K002533|K002534|K002535|K002536|K002537|K002538|K002539|K002540|K002541|K002542|K002543|K002544|K002545|K002546|K002547|K002548|K002549|K002550|K002551|K002552|K002562|K002565|K002566|K002567|K002576|K002577|K002578|K002583|K002586|K002592|K002593|K002594|K002595|K002597|K002598|K002601|K002602|K002603|K002607|K002608|K002610|K002611|K002708|K002713|K002714|K002733|K002734|K002738|K002770|K002771|K002772|K002774|K002775|K002784|K002791|K002792|K002801|K002802|K002803|K002805|K002806|K002811|K002822|K002823|K002826|K002827|K002828|K002829|K002830|K002831|K002832|K002833|K002875|K002878|K002879|K002880|K002887|K003196|K003199|K003200|K003202|K003203|K003213|K003245|K003246|K003251|K003252|K003270|K003271|K003272|K003287|K003288|K003289|K003290|K003291|K003292|K003293|K003372|K003373|K003380|K003420|K003436|K003437|K003438|K003439|K003440|K003441|K003442|K003443|K003445|K003446|K003456|K003515|K003516|K003517|K003518|K003519|K003520|K003521|K003522|K003523|K003524|K003840|K004837|K004841|K004842|K004848|K004849|K004854|K004855|K004866|K004867|K004868|K004870|K004875|K004876|K004877|K004878|K004879|K004880|K004982|K004983|K004984|K004985|K004986|K004987|K004988|K004989|K004990|K004991|K004992|K004993|K005007|K005010|K005011|K005012|K005013|K005016|K005020|K005021|K005022|K005023|K005024|K005028|K005031|K005032|K005033|K005034|K005035|K005036|K005037|K005038|K005039|K005040|K005043|K005044|K005045|K005046|K005048|K005049|K005050|K005051|K005052|K005053|K005054|K005055|K005056|K005057|K005058|K005059|K005060|K005061|K005062|K005063|K005064|K005065|K005066|K005067|K005068|K005069|K005070|K005071|K005075|K005076|K005077|K005078|K005079|K005080|K005081|K005082|K005084|K005085|K005086|K005087|K005088|K005089|K005090|K005091|K005092|K005093|K005094|K005095|K005096|K005097|K005098|K005099|K005100|K005101|K005102|K005103|K005104|K005105|K005106|K005107|K005108|K005109|K005110|K005112|K005113|K005114|K005115|K005116|K005117|K005118|K005119|K005120|K005121|K005122|K005123|K005124|K005125|K005126|K005127|K005128|K005129|K005130|K005131|K005132|K005133|K005134|K005135|K005136|K005137|K005138|K005139|K005140|K005141|K005142|K005143|K005144|K005145|K005146|K005147|K005148|K005149|K005150|K005151|K005152|K005153|K005154|K005155|K005156|K005157|K005158|K005159|K005160|K005161|K005162|K005163|K005165|K005166|K005167|K005168|K005169|K005170|K005171|K005172|K005173|K005174|K005175|K005176|K005177|K005178|K005179|K005180|K005181|K005182|K005183|K005184|K005185|K005186|K005187|K005188|K005189|K005190|K005191|K005192|K005193|K005194|K005195|K005196|K005197|K005198|K005199|K005200|K005201|K005202|K005203|K005204|K005205|K005206|K005207|K005208|K005209|K005210|K005214|K005215|K005216|K005217|K005218|K005219|K005220|K005221|K005222|K005223|K005224|K005225|K005226|K005227|K005231|K005232|K005233|K005234|K005235|K005236|K005237|K005238|K005239|K005240|K005241|K005242|K005243|K005244|K005245|K005246|K005247|K005248|K005249|K005250|K005251|K005252|K005253|K005254|K005255|K005256|K005257|K005258|K005259|K005260|K005261|K005262|K005263|K005264|K005265|K005266|K005267|K005268|K005269|K005270|K005271|K005272|K005273|K005274|K005275|K005276|K005277|K005278|K005279|K005280|K005281|K005282|K005283|K005284|K005285|K005286|K005287|K005288|K005289|K005290|K005291|K005292|K005293|K005294|K005295|K005296|K005297|K005299|K005300|K005301|K005302|K005303|K005304|K005305|K005306|K005307|K005308|K005309|K005310|K005311|K005312|K005313|K005314|K005316|K005317|K005318|K005319|K005320|K005321|K005322|K005329|K005345|K005346|K005347|K005349|K005350|K005351|K005352|K005353|K005354|K005355|K005356|K005357|K005358|K005359|K005360|K005361|K005362|K005364|K005365|K005366|K005367|K005368|K005369|K005370|K005371|K005372|K005373|K005374|K005375|K005376|K005377|K005378|K005379|K005380|K005382|K005383|K005384|K005385|K005386|K005387|K005392|K005394|K005396|K005397|K005398|K005399|K005400|K005401|K005402|K005403|K005404|K005405|K005406|K005407|K005408|K005410|K005411|K005412|K005413|K005414|K005417|K005418|K005419|K005420|K005421|K005422|K005423|K005424|K005427|K005428|K005429|K005430|K005431|K005439|K005440|K005441|K005442|K005443|K005444|K005445|K005446|K005447|K005449|K005450|K005451|K005452|K005453|K005454|K005455|K005456|K005457|K005458|K005459|K005460|K005461|K005462|K005463|K005466|K005467|K005468|K005469|K005470|K005471|K005472|K005473|K005474|K005475|K005534|K005536|K005537|K005538|K005544|K005550|K005560|K005561|K005562|K005563|K005564|K005565|K005566|K005567|K005568|K005569|K005570|K005571|K005572|K005573|K005574|K005575|K005576|K005577|K005578|K005579|K005580|K005581|K005582|K005583|K005584|K005585|K005586|K005587|K005597|K005598|K005599|K005600|K005602|K005603|K005604|K005605|K005606|K005607|K005621|K005622|K005635|K005675|K005680|K005687|K005688|K005731|K005907|K005908|K005909|K005943|K005956|K005958|K005983|K005984|K005997|K006011|K006014|K006030|K006031|K006032|K006039|K006040|K006041|K006042|K006043|K006044|K006045|K006046|K006047|K006048|K006049|K006050|K006051|K006052|K006053|K006054|K006055|K006056|K006057|K006058|K006059|K006060|K006061|K006062|K006063|K006064|K006065|K006067|K006068|K006069|K006070|K006071|K006072|K006073|K006074|K006075|K006076|K006077|K006078|K006079|K006080|K006081|K006096|K006097|K006108|K006115|K006146|K006318|K006319|K006331|K006356|K006368|K006377|K006378|K006379|K006475|K006478|K006479|K006480|K006500|K006508|K006509|K006553|K006575|K006583|K006584|K006585|K006592|K006600|K006605|K006606|K006623|K006624|K006625|K006626|K006627|K006628|K006629|K006633|K006639|K006640|K006641|K006654|K006655|K006667|K006668|K006669|K006676|K006677|K006678|K006685|K006713|K006714|K006719|K006728|K006729|K006734|K006735|K006738|K006814|K006817|K006818|K006819|K006820|K006821|K006822|K006823|K006824|K006825|K006893|K006894|K006899|K006900|K006901|K006902|K006903|K006904|K006905|K006906|K006927|K006937|K006938|K006944|K006955|K006971|K006972|K007042|K007043|K007044|K007045|K007046|K007047|K007064|K007065|K007067|K007068|K007069|K007071|K007072|K007073|K007074|K007075|K007159|K007160|K007161|K007162|K007163|K007186|K007187|K007337|K007338|K007339|K007340|K007359|K007467|K007564|K007592|K007608|K007609|K007616|K007617|K007649|K007650|K007651|K007678|K007679|K007680|K007681|K007686|K007688|K007701|K007712|K007713|K007724|K007727|K007728|K007729|K007730|K007731|K007732|K007733|K007752|K007756|K007758|K007781|K007784|K007785|K007786|K007787|K007788,785,commercial_research,Yaroslavl_and_oblast,72609,0,0,service_head_24m_dynamics_available,4,0,not_represented,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-D5EEA7CA5259,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-E54772AC58A0,S4,обрезка деревьев купить — product_only,обрезка деревьев купить,K000281|K000282|K000714|K001693|K001717|K001718|K001719|K001720|K001944|K001945|K001946|K001947|K001948|K001949|K001950|K001951|K001952|K002004|K002005|K002011|K002012|K002013|K002014|K002024|K002025|K002026|K002027|K002028|K002029|K002030|K002031|K002032|K002033|K002047|K002048|K002049|K002050|K002051|K002983|K002984|K003144|K003145|K003155|K003242|K003243|K006336|K006337|K006452|K006469|K006909,30,product_only,Yaroslavl_and_oblast,372,0,0,service_head_24m_dynamics_available,0,0,not_represented,,exclude,backlog,high,Product-only demand has no installation-service destination and remains excluded.,manual_architecture_review,missing_representative_serp:HOLD-E54772AC58A0,architecture_reviewed,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.
HOLD-E5DA704779F6,S6,подпорная стенка на участке купить — product_only,подпорная стенка на участке купить,K004923|K004924,1,product_only,Yaroslavl_and_oblast,9,0,0,service_head_24m_dynamics_available,0,0,not_represented,,exclude,backlog,high,Product-only demand has no installation-service destination and remains excluded.,manual_architecture_review,missing_representative_serp:HOLD-E5DA704779F6,architecture_reviewed,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.
HOLD-E9DA472745AE,S7,устройство освещения участка — transactional,устройство освещения участка,K002723|K007282|K007283|K007284,2,transactional,Yaroslavl_and_oblast,287,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-E9DA472745AE,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-EB70299AA189,S8,как сделать заезд через канаву — informational,как сделать заезд через канаву,K001310|K001311|K001319|K001320|K001337|K001338|K001516|K001517|K001566|K001599|K001600,6,informational,Yaroslavl_and_oblast,52,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/kak-sdelat-vezd-na-uchastok-cherez-kanavu/,merge,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-EB70299AA189,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-EC53FCBA2C1F,S7,как сделать освещение на участке — informational,как сделать освещение на участке,K000299|K001572|K001607|K001608|K001609|K001610|K003311|K003317|K003343|K006851,8,informational,Yaroslavl_and_oblast,283,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/kak-sdelat-osveschenie-na-uchastke/,article,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-EC53FCBA2C1F,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
HOLD-F18CA983788E,S8,въезд на участок через канаву — commercial_research,въезд на участок через канаву,K000163|K000164|K000481|K000482|K000483|K000488|K000499|K000500|K000502|K000505|K000506|K003178|K003179|K003280|K004826|K004827|K005006|K006405|K006406|K006407|K006994|K006999|K007000|K007028|K007029|K007030,16,commercial_research,Yaroslavl_and_oblast,2866,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-F18CA983788E,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-F28F0E53D909,S7,уличное освещение частного дома тутаев — commercial_research,уличное освещение частного дома тутаев,K007170|K007172|K007173,3,commercial_research,Yaroslavl_and_oblast,0,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,merge,ready,medium,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,manual_architecture_review,missing_representative_serp:HOLD-F28F0E53D909,architecture_reviewed,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.
HOLD-F668FF6F6190,S4,схема ухода за садом — informational,схема ухода за садом,K006329|K006887,2,informational,Russia_discovery_only,64,0,0,service_head_24m_dynamics_available,0,0,not_represented,https://exp76.ru/shema-uhoda-za-sadom/,article,backlog,medium,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping.",manual_architecture_review,missing_representative_serp:HOLD-F668FF6F6190,architecture_reviewed,reviewed,codex-2026-08-28,"Informational intent stays separate from commercial pages, but no successful stored representative-query SERP exists; article is backlog pending evidence and media mapping."
