pair_id,decision,review_status,reviewer,rationale,evidence_note
PAIR-2DBC55B17F37,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""благоустройство в рыбинске"" targets комплексное благоустройство участка, while ""ландшафтный дизайн рыбинск"" targets ландшафтное проектирование и дизайн; overlap=2/10; formats=left[marketplace_directory:1,service_landing:3,topic_landing:6];right[local_directory:1,marketplace_directory:2,service_landing:1,topic_landing:6]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[marketplace_directory:1,service_landing:3,topic_landing:6];right[local_directory:1,marketplace_directory:2,service_landing:1,topic_landing:6]; stored queries Q000003/Q000023; shared URLs=https://avito.ru/rybinsk/predlozheniya_uslug/|https://exp76.ru/."
PAIR-228933D3F68D,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""рулонный газон цена"" (рулонный газон) and ""рулонный газон ярославль"" (рулонный газон) converge on one canonical answer; overlap=4/10; formats=left[marketplace_directory:2,product_catalog:6,topic_landing:2];right[marketplace_directory:3,product_catalog:4,topic_landing:3]; stored top-10 result types and query wording support one service page.","overlap=4/10; formats=left[marketplace_directory:2,product_catalog:6,topic_landing:2];right[marketplace_directory:3,product_catalog:4,topic_landing:3]; stored queries Q000054/Q000055; shared URLs=https://avito.ru/yaroslavl/rasteniya/sadovye_rasteniya/gazon-ASgBAgICAkT8lRW4zpEDoJgV2NqRAw/|https://yaroslavl.det-ploshadka.ru/pokrytiya/gazon/rulonnyy/|https://yaroslavl.lemanapro.ru/product/gazon-naturalnyy-v-rulone-universalnyy-klassicheskiy-40-x-200-sm-08-m2-13920906/|https://yaroslavly.gazon-ka.ru/catalog/rulonnyy_gazon/standartnyy_rulonnyy_gazon.html/."
PAIR-8822BA1C9E16,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""рулонный газон ярославль"" (рулонный газон) and ""цена за метр раскатного газона"" (рулонный газон) converge on one canonical answer; overlap=4/10; formats=left[marketplace_directory:3,product_catalog:4,topic_landing:3];right[marketplace_directory:3,product_catalog:5,service_landing:1,topic_landing:1]; stored top-10 result types and query wording support one service page.","overlap=4/10; formats=left[marketplace_directory:3,product_catalog:4,topic_landing:3];right[marketplace_directory:3,product_catalog:5,service_landing:1,topic_landing:1]; stored queries Q000055/Q000058; shared URLs=https://avito.ru/yaroslavl/rasteniya/sadovye_rasteniya/gazon-ASgBAgICAkT8lRW4zpEDoJgV2NqRAw/|https://ozon.ru/category/gazonnaya-trava-v-rulonah/|https://yaroslavl.det-ploshadka.ru/pokrytiya/gazon/rulonnyy/|https://yaroslavly.gazon-ka.ru/catalog/rulonnyy_gazon/standartnyy_rulonnyy_gazon.html/."
PAIR-B87CA856D119,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""заказать посадку дерева"" (посадка деревьев и кустарников) and ""озеленение участка"" (посадка деревьев и кустарников) converge on one canonical answer; overlap=2/10; formats=left[marketplace_directory:5,product_catalog:2,topic_landing:3];right[marketplace_directory:5,service_landing:1,topic_landing:4]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[marketplace_directory:5,product_catalog:2,topic_landing:3];right[marketplace_directory:5,service_landing:1,topic_landing:4]; stored queries Q000060/Q000061; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/."
PAIR-2140502CA91D,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""заказать посадку дерева"" (посадка деревьев и кустарников) and ""услуги по выбору и посадке фруктовых деревьев в ярославле"" (посадка деревьев и кустарников) converge on one canonical answer; overlap=3/10; formats=left[marketplace_directory:5,product_catalog:2,topic_landing:3];right[marketplace_directory:10]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[marketplace_directory:5,product_catalog:2,topic_landing:3];right[marketplace_directory:10]; stored queries Q000060/Q000068; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://avito.ru/yaroslavl/predlozheniya_uslug/sad_blagoustroystvo/ozelenenie_uhod_za_sadom_i_ogorodom/posadka_derevev-ASgBAgICA0SYC8KfAdCuDvy80AHWrw_8x_MC/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-84F32E9A7FA2,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""озеленение участка"" (посадка деревьев и кустарников) and ""озеленение участка под ключ и благоустройство ярославль"" (посадка деревьев и кустарников) converge on one canonical answer; overlap=3/10; formats=left[marketplace_directory:5,service_landing:1,topic_landing:4];right[marketplace_directory:3,service_landing:4,topic_landing:3]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[marketplace_directory:5,service_landing:1,topic_landing:4];right[marketplace_directory:3,service_landing:4,topic_landing:3]; stored queries Q000061/Q000062; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://filsad.ru/|https://progarden.group/."
PAIR-95AA19E940D1,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""озеленение участка"" (посадка деревьев и кустарников) and ""стоимость посадки деревьев"" (посадка деревьев и кустарников) converge on one canonical answer; overlap=2/10; formats=left[marketplace_directory:5,service_landing:1,topic_landing:4];right[marketplace_directory:8,service_landing:1,topic_landing:1]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[marketplace_directory:5,service_landing:1,topic_landing:4];right[marketplace_directory:8,service_landing:1,topic_landing:1]; stored queries Q000061/Q000067; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/."
PAIR-FD5B41C792B1,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""посадка деревьев"" (посадка деревьев и кустарников) and ""посадка кустарников"" (посадка деревьев и кустарников) converge on one canonical answer; overlap=3/10; formats=left[article_guide:6,topic_landing:4];right[article_guide:5,topic_landing:5]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[article_guide:6,topic_landing:4];right[article_guide:5,topic_landing:5]; stored queries Q000063/Q000065; shared URLs=https://konturland.ru/articles/posadka_dereviev_kustarnikov/|https://mvideo.ru/blog/pomogaem-razobratsya/zdes-budet-gorod-sad-kak-i-kogda-sazhat-plodovye-derevya-i-kustarniki/|https://treeschool.ru/articles/posadka-derevev-i-kustarnikov-rekomendacii-i-pravila-chast-1/."
PAIR-F26C78F70668,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""заказать обрезку деревьев"" targets обрезка деревьев и кустарников, while ""уход за садом цена"" targets уход за садом; overlap=3/10; formats=left[marketplace_directory:10];right[marketplace_directory:10]; stored top-10 result types and query wording require separate canonical answers.",overlap=3/10; formats=left[marketplace_directory:10];right[marketplace_directory:10]; stored queries Q000069/Q000079; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://avito.ru/yaroslavl/predlozheniya_uslug/sad_blagoustroystvo-ASgBAgICAUSYC8KfAQ/|https://uslugi.yandex.ru/16-yaroslavl/category/.
PAIR-D486F102809D,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""найти садовника на участок в рыбинске"" (уход за садом) and ""сезонный уход за садом рыбинск"" (уход за садом) converge on one canonical answer; overlap=3/10; formats=left[marketplace_directory:10];right[marketplace_directory:8,topic_landing:2]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[marketplace_directory:10];right[marketplace_directory:8,topic_landing:2]; stored queries Q000071/Q000077; shared URLs=https://avito.ru/rybinsk/predlozheniya_uslug/sad_blagoustroystvo-ASgBAgICAUSYC8KfAQ/|https://uslugi.yandex.ru/10839-rybinsk/category/|https://uslugi.yandex.ru/10839-rybinsk/category/hozyajstvo-i-uborka/sad-i-ogorod/sadovnik--3119/."
PAIR-14134A689CA4,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""обрезка деревьев"" (обрезка деревьев и кустарников) and ""обрезка кустарников"" (обрезка деревьев и кустарников) converge on one canonical answer; overlap=2/10; formats=left[article_guide:1,marketplace_directory:2,topic_landing:7];right[article_guide:4,topic_landing:6]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[article_guide:1,marketplace_directory:2,topic_landing:7];right[article_guide:4,topic_landing:6]; stored queries Q000072/Q000074; shared URLs=https://kutepovo.ru/blogdachnika/sovety-pokupatelyam/obrezka-derevev-i-kustarnikov-rukovodstvo-dlya-sadovoda/|https://rskrf.ru/tips/eksperty-obyasnyayut/kak-i-zachem-obrezat-derevya-osenyu-neobkhodimost-plyusy-i-minusy-pravila/."
PAIR-C93CC171670B,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""обслуживание садов"" (уход за садом) and ""уход за садом"" (уход за садом) converge on one canonical answer; overlap=3/10; formats=left[marketplace_directory:5,service_landing:3,topic_landing:2];right[article_guide:1,marketplace_directory:3,topic_landing:6]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[marketplace_directory:5,service_landing:3,topic_landing:2];right[article_guide:1,marketplace_directory:3,topic_landing:6]; stored queries Q000075/Q000078; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/sad_blagoustroystvo/ozelenenie_uhod_za_sadom_i_ogorodom-ASgBAgICAkSYC8KfAdCuDvy80AE/|https://progarden.group/services/uhod-za-sadom/|https://uslugi.yandex.ru/16-yaroslavl/category/hozyajstvo-i-uborka/sad-i-ogorod--3115/."
PAIR-B1174A12C6C6,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""обслуживание садов"" (уход за садом) and ""уход за садом цена"" (уход за садом) converge on one canonical answer; overlap=3/10; formats=left[marketplace_directory:5,service_landing:3,topic_landing:2];right[marketplace_directory:10]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[marketplace_directory:5,service_landing:3,topic_landing:2];right[marketplace_directory:10]; stored queries Q000075/Q000079; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/sad_blagoustroystvo/ozelenenie_uhod_za_sadom_i_ogorodom-ASgBAgICAkSYC8KfAdCuDvy80AE/|https://uslugi.yandex.ru/16-yaroslavl/category/|https://uslugi.yandex.ru/16-yaroslavl/category/hozyajstvo-i-uborka/sad-i-ogorod--3115/."
PAIR-02112CF5021A,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""уход за садом"" (уход за садом) and ""уход за садом цена"" (уход за садом) converge on one canonical answer; overlap=3/10; formats=left[article_guide:1,marketplace_directory:3,topic_landing:6];right[marketplace_directory:10]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[article_guide:1,marketplace_directory:3,topic_landing:6];right[marketplace_directory:10]; stored queries Q000078/Q000079; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://avito.ru/yaroslavl/predlozheniya_uslug/sad_blagoustroystvo/ozelenenie_uhod_za_sadom_i_ogorodom-ASgBAgICAkSYC8KfAdCuDvy80AE/|https://uslugi.yandex.ru/16-yaroslavl/category/hozyajstvo-i-uborka/sad-i-ogorod--3115/."
PAIR-F119FF508264,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""вертикальная планировка участка рыбинск"" (планировка территории) and ""планировка участка рыбинск"" (планировка территории) converge on one canonical answer; overlap=3/10; formats=left[marketplace_directory:8,topic_landing:2];right[marketplace_directory:10]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[marketplace_directory:8,topic_landing:2];right[marketplace_directory:10]; stored queries Q000080/Q000096; shared URLs=https://avito.ru/rybinsk/predlozheniya_uslug/|https://avito.ru/rybinsk/predlozheniya_uslug/sad_blagoustroystvo/zemlyanye_raboty-ASgBAgICAkSYC8KfAdCuDvq80AE/|https://avito.ru/rybinsk/predlozheniya_uslug/tag/vyravnivanie-uchastka/."
PAIR-694BB9DC87B9,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""выравнивание участка"" (выравнивание и изменение отметок участка) and ""выравнивание участка цена"" (выравнивание и изменение отметок участка) converge on one canonical answer; overlap=4/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:10]; stored top-10 result types and query wording support one service page.","overlap=4/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:10]; stored queries Q000081/Q000082; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://avito.ru/yaroslavl/predlozheniya_uslug/tag/vyravnivanie-uchastka/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-D1B2A83739BF,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""выравнивание участка"" (выравнивание и изменение отметок участка) and ""заказать выравнивание участка"" (выравнивание и изменение отметок участка) converge on one canonical answer; overlap=6/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:7,service_landing:2,topic_landing:1]; stored top-10 result types and query wording support one service page.","overlap=6/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:7,service_landing:2,topic_landing:1]; stored queries Q000081/Q000088; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://avito.ru/yaroslavl/predlozheniya_uslug/tag/vyravnivanie-uchastka/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://uslugi.yandex.ru/16-yaroslavl/category/|https://yaroslavl.blago-s.ru/catalog/zemlyanye-raboty/vyravnivanie-uchastka/|https://yaroslavl.topsadovnik.ru/vyravnivanie-uchastka/."
PAIR-820F837EDD37,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""выравнивание участка"" targets выравнивание и изменение отметок участка, while ""заказать планировку участка"" targets планировка территории; overlap=3/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:7,service_landing:2,topic_landing:1]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:7,service_landing:2,topic_landing:1]; stored queries Q000081/Q000089; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-0446D7CE9919,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""выравнивание участка"" targets выравнивание и изменение отметок участка, while ""планировка территории цена"" targets планировка территории; overlap=3/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:9,topic_landing:1]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:9,topic_landing:1]; stored queries Q000081/Q000093; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-F9F9568B285B,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""выравнивание участка"" targets выравнивание и изменение отметок участка, while ""планировка участка цена"" targets планировка территории; overlap=3/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:10]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:10]; stored queries Q000081/Q000097; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-EB15670FBCD3,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""выравнивание участка"" targets выравнивание и изменение отметок участка, while ""планировка участка ярославль"" targets планировка территории; overlap=3/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:7,service_landing:1,topic_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:7,service_landing:1,topic_landing:2]; stored queries Q000081/Q000098; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://mini-pogruzchiki.ru/uslugi/vyravnivanie-uchastka/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-76AB33993114,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""выравнивание участка"" (выравнивание и изменение отметок участка) and ""рассчитать стоимость выравнивания участка 5 соток"" (выравнивание и изменение отметок участка) converge on one canonical answer; overlap=4/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:4,service_landing:1,topic_landing:5]; stored top-10 result types and query wording support one service page.","overlap=4/10; formats=left[marketplace_directory:6,service_landing:1,topic_landing:3];right[marketplace_directory:4,service_landing:1,topic_landing:5]; stored queries Q000081/Q000099; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://yaroslavl.blago-s.ru/catalog/zemlyanye-raboty/vyravnivanie-uchastka/|https://yaroslavl.topsadovnik.ru/vyravnivanie-uchastka/."
PAIR-12284CE31888,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""выравнивание участка цена"" (выравнивание и изменение отметок участка) and ""выравнивание участка ярославль"" (выравнивание и изменение отметок участка) converge on one canonical answer; overlap=3/10; formats=left[marketplace_directory:10];right[article_guide:1,marketplace_directory:8,topic_landing:1]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[marketplace_directory:10];right[article_guide:1,marketplace_directory:8,topic_landing:1]; stored queries Q000082/Q000083; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://avito.ru/yaroslavl/predlozheniya_uslug/tag/vyravnivanie-uchastka/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-7E8CEAB275DA,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""выравнивание участка цена"" targets выравнивание и изменение отметок участка, while ""заказать планировку участка"" targets планировка территории; overlap=3/10; formats=left[marketplace_directory:10];right[marketplace_directory:7,service_landing:2,topic_landing:1]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[marketplace_directory:10];right[marketplace_directory:7,service_landing:2,topic_landing:1]; stored queries Q000082/Q000089; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-7C63ED7A7A46,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""выравнивание участка цена"" targets выравнивание и изменение отметок участка, while ""планировка территории цена"" targets планировка территории; overlap=3/10; formats=left[marketplace_directory:10];right[marketplace_directory:9,topic_landing:1]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[marketplace_directory:10];right[marketplace_directory:9,topic_landing:1]; stored queries Q000082/Q000093; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-78C5469F4706,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""выравнивание участка цена"" targets выравнивание и изменение отметок участка, while ""планировка участка цена"" targets планировка территории; overlap=3/10; formats=left[marketplace_directory:10];right[marketplace_directory:10]; stored top-10 result types and query wording require separate canonical answers.",overlap=3/10; formats=left[marketplace_directory:10];right[marketplace_directory:10]; stored queries Q000082/Q000097; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://uslugi.yandex.ru/16-yaroslavl/category/.
PAIR-5E1BDF9885D9,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""выравнивание участка цена"" targets выравнивание и изменение отметок участка, while ""планировка участка ярославль"" targets планировка территории; overlap=2/10; formats=left[marketplace_directory:10];right[marketplace_directory:7,service_landing:1,topic_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[marketplace_directory:10];right[marketplace_directory:7,service_landing:1,topic_landing:2]; stored queries Q000082/Q000098; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-00DF2E112E9C,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""выравнивание участка цена"" (выравнивание и изменение отметок участка) and ""рассчитать стоимость выравнивания участка 5 соток"" (выравнивание и изменение отметок участка) converge on one canonical answer; overlap=2/10; formats=left[marketplace_directory:10];right[marketplace_directory:4,service_landing:1,topic_landing:5]; stored top-10 result types and query wording support one service page.","overlap=2/10; formats=left[marketplace_directory:10];right[marketplace_directory:4,service_landing:1,topic_landing:5]; stored queries Q000082/Q000099; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/."
PAIR-54B71414A9DC,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""выравнивание участка ярославль"" (выравнивание и изменение отметок участка) and ""заказать выравнивание участка"" (выравнивание и изменение отметок участка) converge on one canonical answer; overlap=3/10; formats=left[article_guide:1,marketplace_directory:8,topic_landing:1];right[marketplace_directory:7,service_landing:2,topic_landing:1]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[article_guide:1,marketplace_directory:8,topic_landing:1];right[marketplace_directory:7,service_landing:2,topic_landing:1]; stored queries Q000083/Q000088; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://avito.ru/yaroslavl/predlozheniya_uslug/tag/vyravnivanie-uchastka/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-D74C49E20B33,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""выравнивание участка ярославль"" targets выравнивание и изменение отметок участка, while ""заказать планировку участка"" targets планировка территории; overlap=2/10; formats=left[article_guide:1,marketplace_directory:8,topic_landing:1];right[marketplace_directory:7,service_landing:2,topic_landing:1]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[article_guide:1,marketplace_directory:8,topic_landing:1];right[marketplace_directory:7,service_landing:2,topic_landing:1]; stored queries Q000083/Q000089; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-100278AAADBE,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""выравнивание участка ярославль"" targets выравнивание и изменение отметок участка, while ""планировка территории цена"" targets планировка территории; overlap=2/10; formats=left[article_guide:1,marketplace_directory:8,topic_landing:1];right[marketplace_directory:9,topic_landing:1]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[article_guide:1,marketplace_directory:8,topic_landing:1];right[marketplace_directory:9,topic_landing:1]; stored queries Q000083/Q000093; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-1AA78F792DFE,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""выравнивание участка ярославль"" targets выравнивание и изменение отметок участка, while ""планировка участка цена"" targets планировка территории; overlap=2/10; formats=left[article_guide:1,marketplace_directory:8,topic_landing:1];right[marketplace_directory:10]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[article_guide:1,marketplace_directory:8,topic_landing:1];right[marketplace_directory:10]; stored queries Q000083/Q000097; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-E46A51609AAA,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""выравнивание участка ярославль"" targets выравнивание и изменение отметок участка, while ""планировка участка ярославль"" targets планировка территории; overlap=3/10; formats=left[article_guide:1,marketplace_directory:8,topic_landing:1];right[marketplace_directory:7,service_landing:1,topic_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[article_guide:1,marketplace_directory:8,topic_landing:1];right[marketplace_directory:7,service_landing:1,topic_landing:2]; stored queries Q000083/Q000098; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://mini-pogruzchiki.ru/uslugi/vyravnivanie-uchastka/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-C8273F1653F5,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""заказать выравнивание участка"" targets выравнивание и изменение отметок участка, while ""заказать планировку участка"" targets планировка территории; overlap=3/10; formats=left[marketplace_directory:7,service_landing:2,topic_landing:1];right[marketplace_directory:7,service_landing:2,topic_landing:1]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[marketplace_directory:7,service_landing:2,topic_landing:1];right[marketplace_directory:7,service_landing:2,topic_landing:1]; stored queries Q000088/Q000089; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-D7BC466D6A92,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""заказать выравнивание участка"" targets выравнивание и изменение отметок участка, while ""планировка территории цена"" targets планировка территории; overlap=3/10; formats=left[marketplace_directory:7,service_landing:2,topic_landing:1];right[marketplace_directory:9,topic_landing:1]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[marketplace_directory:7,service_landing:2,topic_landing:1];right[marketplace_directory:9,topic_landing:1]; stored queries Q000088/Q000093; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-3DE1BE42E65D,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""заказать выравнивание участка"" targets выравнивание и изменение отметок участка, while ""планировка участка цена"" targets планировка территории; overlap=3/10; formats=left[marketplace_directory:7,service_landing:2,topic_landing:1];right[marketplace_directory:10]; stored top-10 result types and query wording require separate canonical answers.","overlap=3/10; formats=left[marketplace_directory:7,service_landing:2,topic_landing:1];right[marketplace_directory:10]; stored queries Q000088/Q000097; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-D41467B75663,separate_destinations,reviewed,codex-2026-08-28,"different need after independent review: ""заказать выравнивание участка"" targets выравнивание и изменение отметок участка, while ""планировка участка ярославль"" targets планировка территории; overlap=2/10; formats=left[marketplace_directory:7,service_landing:2,topic_landing:1];right[marketplace_directory:7,service_landing:1,topic_landing:2]; stored top-10 result types and query wording require separate canonical answers.","overlap=2/10; formats=left[marketplace_directory:7,service_landing:2,topic_landing:1];right[marketplace_directory:7,service_landing:1,topic_landing:2]; stored queries Q000088/Q000098; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/16-yaroslavl/category/."
PAIR-FD7A81B4AD5B,same_destination,reviewed,codex-2026-08-28,"same need after independent review: ""заказать планировку участка"" (планировка территории) and ""планировка участка цена"" (планировка территории) converge on one canonical answer; overlap=3/10; formats=left[marketplace_directory:7,service_landing:2,topic_landing:1];right[marketplace_directory:10]; stored top-10 result types and query wording support one service page.","overlap=3/10; formats=left[marketplace_directory:7,service_landing:2,topic_landing:1];right[marketplace_directory:10]; stored queries Q000089/Q000097; shared URLs=https://avito.ru/yaroslavl/predlozheniya_uslug/|https://uslugi.yandex.ru/10841-yaroslavl-oblast/category/|https://uslugi.yandex.ru/16-yaroslavl/category/."
